241.782891	309.167760	-173.635060	-12.833033	255.699332	32.853175
-53.086947	-12.863552	462.096011	-78.142644	374.629963	-437.528611
-266.991180	401.394696	209.402753	-213.003937	226.462600	359.431745
201.773125	-334.589679	-340.754418	-47.441023	460.600604	-364.619892
-74.083682	374.721519	271.965697	-264.336070	-280.602435	-380.245369
-64.256722	-278.710288	309.961241	-230.033265	26.017029	-92.242195
138.599811	-159.230323	-18.539995	24.338511	381.130406	-286.614582
432.218390	-141.071810	139.179662	186.880093	169.118320	-25.070956
414.548173	-319.727165	162.038026	281.640065	-477.294229	-383.358257
-466.917936	-260.551775	102.465896	19.730216	-108.874783	-18.814661
377.040925	354.945524	-65.965758	130.420850	-176.198614	145.802179
-275.231178	-401.486251	-91.784417	396.725364	-452.757347	141.590625
38.590655	354.060488	-251.030000	-42.130802	397.732475	-364.040040
475.859859	108.172857	-192.342906	262.962737	-293.969543	39.201025
284.264657	-380.306406	489.013337	492.004151	437.009796	-119.800409
-204.519791	-423.856319	371.059297	-73.259682	-114.551225	291.589099
247.398297	294.274728	-400.326548	278.496658	157.582324	171.651357
481.505783	77.349162	468.962676	-9.414960	134.784997	-320.184942
296.929838	-366.267891	-275.475326	-348.170415	260.582293	-206.778161
26.413770	-389.675588	177.510910	-489.196448	-68.865017	334.711753
-145.435957	431.058687	-189.535203	294.305246	-369.655446	-201.742607
-349.513230	-126.941740	-173.879208	-270.683920	358.973968	72.862941
-239.066744	-207.235939	152.577288	-23.545030	487.823115	425.992615
430.661946	-248.405408	-93.615528	221.396527	41.428877	477.263710
409.268471	-386.898404	347.010712	-426.694540	-282.616657	-4.684591
-6.454665	115.466781	61.479537	-196.676534	-207.205420	-184.499649
365.199744	-411.099582	-378.933073	-50.706503	-413.449507	-378.872036
-257.866146	13.138218	-126.148259	43.534654	460.142827	389.950255
-307.855464	119.464705	-491.088595	-193.716239	-423.032319	-403.561510
83.971679	-138.019959	-329.065828	-279.076510	-77.074496	412.839137
-300.012207	-65.233314	341.517380	88.457900	-454.741050	-215.628529
-369.594409	-274.040956	67.033906	74.327830	-279.717399	0.991852
336.634419	-203.878903	-480.071413	37.064730	-66.972869	-136.371960
-164.937284	275.017548	460.112308	186.513871	273.186438	383.175146
-59.282205	112.689596	40.910062	489.898373	244.132817	-228.782006
40.635395	-480.315561	202.749718	346.980193	171.498764	-85.985900
-425.260170	-182.180242	242.484817	-481.872005	-491.485336	186.391797
402.462844	-84.887234	-334.650716	-263.084811	494.415113	-11.337626
-343.501083	348.994415	239.616077	-4.745628	-48.875393	398.831141
-341.822565	-72.222053	-89.007233	280.083621	-367.793817	451.078829
108.539079	74.785607	17.654958	191.061129	-415.738395	406.064028
211.386456	-341.120640	199.972533	3.524888	-420.560320	-409.329508
